iteration,killed_h_squish,killed_in_squish,killed_zombie,skipped_in,saved_h,saved_in,killed_z,killed_c,saved_z,saved_c 
4925,5,18,1,0,0,1,22,0,2,0
4926,9,23,0,0,2,1,31,0,2,0
4927,0,5,2,0,5,0,10,0,1,0
4928,2,10,0,0,5,1,7,0,0,0
4929,0,5,0,0,5,1,10,0,0,0
4930,5,15,0,1,4,0,15,0,1,0
4931,2,18,2,2,4,0,19,0,1,0
4932,1,15,2,0,2,0,15,0,1,0
4933,2,13,3,1,4,0,16,0,3,0
4934,2,14,1,0,4,1,7,0,1,0
4935,2,16,0,0,3,0,14,0,0,0
4936,3,8,0,0,5,0,14,0,0,0
4937,5,17,2,0,3,0,8,0,2,0
4938,1,13,0,0,3,1,13,0,0,0
4939,5,17,1,1,4,0,11,0,1,0
4940,0,16,1,1,1,0,11,0,2,0
4941,5,13,0,1,4,1,15,0,1,0
4942,2,12,0,0,3,0,10,0,1,0
4943,0,20,0,1,5,1,10,0,0,0
4944,2,4,0,0,5,2,10,0,0,0
4945,0,7,0,0,3,0,5,0,0,0
4946,4,14,0,1,5,0,12,0,1,0
4947,1,12,0,1,6,0,9,0,0,0
4948,1,9,1,2,5,0,14,0,1,0
4949,0,7,0,2,3,0,10,0,0,0
4950,3,10,0,0,2,2,8,0,0,0
4951,0,12,0,0,6,1,16,0,0,0
4952,3,21,3,0,2,0,8,0,1,0
4953,1,13,0,0,4,1,7,0,1,0
4954,4,19,0,0,3,1,16,0,0,0
4955,2,12,0,3,6,1,7,0,0,0
4956,2,15,0,0,3,0,12,0,0,0
4957,1,6,0,0,7,0,13,0,1,0
4958,1,14,3,0,3,0,8,0,1,0
4959,0,4,0,1,4,0,8,0,0,0
4960,4,9,0,0,5,1,9,0,0,0
4961,0,8,0,0,4,1,10,0,0,0
4962,0,12,0,1,6,0,10,0,0,0
4963,0,10,0,0,6,1,11,0,0,0
4964,2,15,0,1,5,1,14,0,0,0
4965,1,9,1,1,2,0,5,0,1,0
4966,4,1,0,1,5,0,10,0,0,0
4967,3,15,0,0,6,0,11,0,0,0
4968,3,7,0,1,7,0,11,0,0,0
4969,0,12,0,0,5,1,5,0,0,0
4970,3,13,0,0,5,1,20,0,0,0
4971,2,17,1,0,5,0,19,0,2,0
4972,0,14,1,0,5,0,16,0,1,0
4973,2,12,0,0,4,0,7,0,0,0
4974,2,15,1,1,3,1,10,0,1,0
4975,0,11,0,1,5,0,6,0,0,0
4976,2,7,0,0,5,0,6,0,0,0
4977,1,7,2,0,4,0,10,0,1,0
4978,4,11,0,1,4,0,9,0,1,0
4979,0,4,0,0,2,1,9,0,0,0
4980,1,6,0,0,4,2,5,0,0,0
4981,0,8,0,0,7,0,17,0,0,0
4982,2,13,0,1,5,0,15,0,1,0
4983,3,13,0,0,7,0,6,0,0,0
4984,1,8,0,0,5,2,1,0,0,0
4985,2,15,0,0,4,2,11,0,1,0
4986,1,9,0,0,5,2,14,0,1,0
4987,2,21,0,0,5,0,13,0,0,0
4988,1,6,0,0,3,1,9,0,1,0
4989,2,6,0,0,5,0,7,0,0,0
4990,3,6,0,2,4,0,15,0,3,0
4991,1,12,0,1,3,0,8,0,0,0
4992,5,14,0,0,5,0,14,0,1,0
4993,2,13,0,0,3,0,8,0,1,0
4994,0,6,0,1,5,0,9,0,0,0
4995,1,11,0,0,6,0,11,0,0,0
4996,1,21,2,1,2,1,24,0,2,0
4997,3,13,0,0,5,2,5,0,0,0
4998,2,12,0,0,3,2,12,0,0,0
4999,0,8,0,1,4,0,7,0,2,0
5000,1,12,0,0,6,0,14,0,0,0
5001,2,8,0,0,7,0,5,0,0,0
5002,4,19,0,0,5,0,14,0,0,0
5003,2,5,2,1,5,0,14,0,1,0
5004,1,9,0,1,4,0,12,0,0,0
5005,0,11,0,0,4,1,11,0,0,0
5006,1,8,0,0,6,0,9,0,1,0
5007,3,5,0,2,4,2,8,0,2,0
5008,0,8,0,0,4,0,10,0,0,0
5009,1,3,2,0,4,0,6,0,2,0
5010,2,9,0,0,4,2,4,0,0,0
5011,1,6,0,0,5,1,7,0,0,0
5012,2,8,0,0,4,1,4,0,0,0
5013,2,14,1,0,5,0,11,0,1,0
5014,0,6,2,0,3,0,8,0,2,0
5015,2,10,0,0,3,0,10,0,2,0
5016,3,11,0,0,6,0,9,0,0,0
5017,3,13,0,1,4,2,9,0,0,0
5018,0,6,1,0,2,0,7,0,1,0
5019,0,13,0,0,4,0,3,0,0,0
5020,1,13,0,0,3,2,14,0,0,0
5021,1,15,0,0,3,2,23,0,0,0
5022,0,11,0,2,4,0,7,0,0,0
5023,1,15,0,0,5,1,10,0,0,0
5024,2,13,1,1,4,1,13,0,2,0
5025,2,12,2,0,3,2,8,0,1,0
5026,2,9,0,0,5,0,7,0,0,0
5027,3,18,3,1,1,0,18,0,4,0
5028,0,11,3,1,3,0,14,0,3,0
5029,1,9,0,0,3,3,14,0,1,0
5030,0,13,0,1,6,1,12,0,0,0
5031,4,6,0,0,5,0,7,0,4,0
5032,0,12,0,0,6,1,12,0,0,0
5033,2,12,0,1,5,1,15,0,0,0
5034,2,12,0,1,4,1,11,0,0,0
5035,5,13,0,0,5,0,12,0,1,0
5036,0,10,0,0,6,0,8,0,0,0
5037,0,15,0,0,5,1,5,0,0,0
5038,3,8,0,0,6,0,3,0,0,0
5039,1,12,0,0,5,1,4,0,2,0
5040,2,13,2,0,4,1,9,0,1,0
5041,1,34,0,3,3,1,18,0,0,0
5042,2,15,0,1,5,1,10,0,2,0
5043,1,12,1,0,4,0,11,0,1,0
5044,2,15,0,1,6,0,7,0,0,0
5045,6,18,0,0,4,1,9,0,0,0
5046,0,7,0,0,5,1,4,0,0,0
5047,1,10,2,0,6,0,7,0,1,0
5048,3,8,0,1,4,0,9,0,0,0
5049,0,8,0,0,3,1,4,0,0,0
5050,1,12,1,0,6,1,4,0,1,0
5051,2,19,4,2,2,0,21,0,2,0
5052,1,6,0,0,7,1,8,0,1,0
5053,0,7,0,0,5,0,10,0,0,0
5054,1,4,0,2,4,1,12,0,0,0
5055,1,14,2,0,5,0,6,0,1,0
5056,1,12,1,0,4,1,8,0,1,0
5057,3,17,0,0,5,0,7,0,1,0
5058,2,10,0,0,6,2,12,0,0,0
5059,3,9,2,0,5,0,3,0,2,0
5060,1,12,0,0,4,0,11,0,0,0
5061,2,4,0,0,6,0,6,0,0,0
5062,3,6,0,0,5,1,7,0,0,0
5063,1,14,0,0,5,1,15,0,0,0
5064,4,8,0,0,4,0,6,0,0,0
5065,2,12,0,0,6,1,13,0,0,0
5066,5,15,0,0,4,2,11,0,1,0
5067,1,9,0,0,5,1,15,0,0,0
5068,3,6,0,0,4,1,9,0,0,0
5069,1,13,0,0,6,1,16,0,0,0
5070,1,12,0,1,7,0,8,0,1,0
5071,5,17,2,0,4,0,20,0,3,0
5072,1,4,0,0,5,0,10,0,0,0
5073,1,12,0,1,6,0,8,0,0,0
5074,4,21,0,1,5,0,8,0,0,0
5075,0,13,0,1,5,1,8,0,0,0
5076,2,8,0,0,5,1,5,0,0,0
5077,0,4,0,0,7,0,2,0,0,0
5078,2,4,0,0,6,1,6,0,0,0
5079,2,3,0,0,4,1,7,0,0,0
5080,4,15,0,0,3,1,18,0,1,0
5081,0,7,0,0,2,1,5,0,0,0
5082,2,16,0,0,4,1,6,0,0,0
5083,3,13,0,0,8,0,8,0,0,0
5084,2,13,0,0,4,1,18,0,0,0
5085,3,10,2,0,5,1,5,0,1,0
5086,1,14,0,0,6,0,13,0,0,0
5087,2,13,0,0,4,2,10,0,0,0
5088,1,12,0,1,4,0,11,0,0,0
5089,2,9,0,1,5,1,12,0,0,0
5090,4,15,0,0,4,0,10,0,0,0
5091,2,12,0,0,6,1,12,0,0,0
5092,3,10,0,0,4,0,10,0,0,0
5093,2,14,0,1,4,1,11,0,1,0
5094,4,13,2,0,6,0,8,0,1,0
5095,0,11,0,0,5,0,10,0,0,0
5096,1,9,2,2,2,1,14,0,2,0
5097,0,15,0,0,4,1,9,0,0,0
5098,6,13,0,0,5,1,14,0,0,0
5099,0,5,0,1,5,1,5,0,0,0
5100,0,16,0,0,5,0,11,0,0,0
5101,0,7,0,0,4,1,4,0,0,0
5102,1,16,0,0,4,0,4,0,0,0
5103,1,18,0,1,4,2,11,0,0,0
5104,1,8,0,0,4,0,12,0,0,0
5105,4,6,0,0,7,1,5,0,0,0
5106,1,5,0,0,7,1,15,0,0,0
5107,3,13,0,0,2,0,7,0,1,0
5108,2,6,0,0,3,2,18,0,0,0
5109,1,14,0,0,3,1,15,0,1,0
5110,2,14,0,0,1,2,7,0,0,0
5111,2,9,0,2,6,1,2,0,1,0
5112,2,12,0,0,2,0,13,0,1,0
5113,4,16,3,0,1,0,13,0,2,0
5114,1,8,0,0,5,0,6,0,0,0
5115,2,15,0,0,5,1,13,0,0,0
5116,4,10,0,0,3,3,11,0,0,0
5117,1,10,0,0,4,0,11,0,0,0
5118,2,5,0,1,4,1,10,0,0,0
5119,2,10,0,0,6,1,7,0,0,0
5120,1,14,0,0,6,1,12,0,0,0
5121,2,3,0,0,3,2,8,0,0,0
5122,3,19,0,0,3,0,16,0,2,0
5123,3,8,2,0,4,0,10,0,2,0
5124,1,12,2,1,6,0,9,0,1,0
5125,5,12,0,1,2,0,13,0,0,0
5126,4,14,1,0,4,0,15,0,1,0
5127,0,8,0,0,4,1,10,0,0,0
5128,4,21,0,1,4,0,20,0,0,0
5129,1,7,0,0,5,0,6,0,0,0
5130,2,11,1,1,3,1,9,0,2,0
5131,2,9,0,0,4,1,2,0,1,0
5132,2,19,3,1,3,0,17,0,2,0
5133,2,9,0,0,5,0,4,0,0,0
5134,5,8,0,0,8,0,8,0,0,0
5135,5,5,0,1,4,0,8,0,0,0
5136,2,10,0,0,3,1,11,0,0,0
5137,2,11,1,0,3,1,5,0,1,0
5138,0,22,2,0,6,0,13,0,1,0
5139,0,19,0,0,4,1,9,0,0,0
5140,2,8,0,0,3,0,11,0,1,0
5141,1,12,0,0,6,0,20,0,0,0
5142,3,6,1,0,3,3,9,0,1,0
5143,1,13,0,0,4,1,18,0,0,0
5144,1,6,0,0,5,0,7,0,0,0
5145,0,10,0,0,4,1,15,0,0,0
5146,0,11,0,0,6,0,9,0,0,0
5147,2,12,0,0,5,0,5,0,0,0
5148,0,4,0,0,2,1,2,0,0,0
5149,7,15,0,0,6,0,9,0,0,0
5150,1,13,0,0,5,0,12,0,0,0
5151,4,12,0,0,7,1,8,0,0,0
5152,2,13,1,1,4,1,13,0,1,0
5153,1,7,2,0,6,0,4,0,1,0
5154,1,15,0,0,5,1,15,0,0,0
5155,3,22,0,0,3,2,11,0,0,0
5156,0,2,0,1,4,0,5,0,0,0
5157,0,10,0,0,4,1,5,0,0,0
5158,3,12,0,0,3,0,12,0,0,0
5159,1,10,0,2,2,2,7,0,0,0
5160,1,8,0,0,6,0,8,0,2,0
5161,1,10,0,1,1,1,10,0,2,0
5162,3,13,0,1,5,0,11,0,1,0
5163,2,10,0,1,5,1,7,0,0,0
5164,2,9,0,1,3,0,8,0,1,0
5165,0,19,3,0,0,1,13,0,3,0
5166,7,16,0,0,2,1,19,0,1,0
5167,2,11,0,1,4,1,11,0,1,0
5168,0,10,0,2,3,0,10,0,0,0
5169,1,9,0,1,5,0,5,0,0,0
5170,1,11,0,0,4,0,12,0,0,0
5171,3,5,2,1,3,0,7,0,3,0
5172,1,8,0,1,4,0,5,0,0,0
5173,0,9,0,1,3,2,11,0,1,0
5174,0,18,0,0,4,2,11,0,1,0
5175,0,4,0,0,6,0,6,0,0,0
5176,2,11,0,1,5,1,8,0,0,0
5177,0,12,0,0,5,3,4,0,0,0
5178,1,7,0,1,5,0,10,0,0,0
5179,1,7,0,0,7,0,13,0,1,0
5180,0,9,0,0,5,0,9,0,0,0
5181,3,13,0,0,4,0,9,0,0,0
5182,0,7,0,0,4,0,3,0,0,0
5183,2,10,0,0,5,0,6,0,0,0
5184,3,21,0,1,3,0,18,0,0,0
5185,0,22,0,0,4,0,12,0,0,0
5186,2,6,0,0,6,1,8,0,0,0
5187,1,14,0,1,5,0,20,0,0,0
5188,3,16,0,0,5,0,19,0,0,0
5189,2,10,0,0,4,0,9,0,0,0
5190,3,8,2,0,5,0,13,0,1,0
5191,0,13,2,0,5,0,11,0,1,0
5192,1,6,0,0,5,0,8,0,0,0
5193,3,15,1,0,3,0,18,0,1,0
5194,2,9,0,0,3,1,10,0,0,0
5195,2,7,0,0,7,1,4,0,0,0
5196,4,13,1,0,4,0,16,0,1,0
5197,0,19,0,0,4,0,17,0,2,0
5198,1,11,0,0,6,1,4,0,0,0
5199,0,10,0,0,5,1,13,0,0,0
5200,2,10,0,1,4,0,11,0,0,0
5201,0,11,0,0,7,1,1,0,0,0
5202,0,14,0,0,6,2,10,0,0,0
5203,0,5,0,0,3,1,4,0,0,0
5204,2,10,0,3,7,0,9,0,0,0
5205,4,9,0,1,7,0,11,0,0,0
5206,1,13,0,0,4,2,19,0,0,0
5207,1,11,1,0,5,1,11,0,1,0
5208,0,4,0,1,5,1,3,0,0,0
5209,0,7,0,1,4,0,11,0,0,0
5210,4,10,0,2,7,0,10,0,0,0
5211,1,13,0,0,4,1,12,0,0,0
5212,1,14,0,0,3,0,15,0,0,0
5213,0,8,0,0,5,0,7,0,0,0
5214,2,6,0,2,4,1,4,0,0,0
5215,3,12,1,0,4,0,17,0,1,0
5216,3,8,0,0,5,1,5,0,0,0
5217,0,10,0,1,6,0,10,0,0,0
5218,3,14,0,1,4,1,11,0,0,0
5219,3,10,0,0,5,0,18,0,0,0
5220,0,11,0,0,5,1,11,0,0,0
5221,2,8,0,0,7,0,5,0,0,0
5222,0,5,0,0,3,5,4,0,0,0
5223,2,12,0,0,7,0,11,0,0,0
5224,1,4,4,0,2,1,9,0,1,0
5225,1,12,0,0,2,2,11,0,0,0
5226,0,10,0,1,6,0,7,0,0,0
5227,2,7,0,0,3,2,5,0,0,0
5228,0,13,0,1,6,1,11,0,0,0
5229,0,6,0,0,6,1,3,0,0,0
5230,1,8,1,1,4,0,12,0,1,0
5231,1,9,0,0,3,2,14,0,0,0
5232,2,7,0,0,4,0,9,0,1,0
5233,0,13,0,0,6,1,14,0,0,0
5234,2,5,1,0,4,1,10,0,1,0
5235,2,9,0,1,4,2,16,0,1,0
5236,2,12,0,0,6,0,7,0,0,0
5237,0,17,0,0,4,1,19,0,0,0
5238,0,9,0,0,7,0,9,0,1,0
5239,2,13,0,1,4,2,18,0,0,0
5240,1,11,0,0,6,1,15,0,0,0
5241,2,18,0,1,6,0,13,0,0,0
5242,6,14,1,0,3,1,13,0,1,0
5243,3,10,1,0,4,1,13,0,1,0
5244,3,20,0,2,4,1,17,0,0,0
5245,0,7,0,0,4,2,8,0,0,0
5246,0,13,0,1,4,1,10,0,1,0
5247,1,12,1,1,2,1,11,0,2,0
5248,3,13,0,0,5,0,3,0,0,0
5249,0,7,1,0,2,1,19,0,1,0
5250,2,19,0,0,4,2,12,0,0,0
5251,2,7,0,0,4,1,9,0,0,0
5252,1,3,0,1,6,3,5,0,0,0
5253,1,11,0,0,4,1,12,0,0,0
5254,1,16,2,1,3,0,14,0,1,0
5255,2,17,0,0,6,0,11,0,0,0
5256,3,9,0,0,7,0,7,0,0,0
5257,0,10,0,0,5,1,11,0,0,0
5258,1,16,0,1,5,2,10,0,0,0
5259,1,11,0,0,6,0,8,0,0,0
5260,2,10,0,1,7,0,10,0,0,0
5261,2,17,0,0,6,0,14,0,0,0
5262,2,7,0,1,4,0,8,0,0,0
5263,5,5,3,1,5,1,12,0,2,0
5264,2,11,0,2,4,1,17,0,0,0
5265,0,13,1,0,4,0,11,0,1,0
5266,0,14,1,1,3,1,13,0,2,0
5267,5,10,0,0,4,1,8,0,1,0
5268,3,11,0,0,4,0,4,0,0,0
5269,1,5,0,0,5,1,6,0,0,0
5270,2,13,0,1,5,0,13,0,0,0
5271,1,8,0,0,4,0,8,0,1,0
5272,2,12,1,1,3,2,12,0,1,0
5273,3,5,0,0,3,2,7,0,0,0
5274,3,11,1,0,4,0,16,0,2,0
5275,1,13,1,0,4,0,11,0,2,0
5276,1,10,2,0,1,1,4,0,1,0
5277,2,7,0,0,2,0,4,0,0,0
5278,2,15,0,2,3,0,10,0,1,0
5279,0,11,0,0,6,1,7,0,0,0
5280,1,13,0,0,5,0,13,0,0,0
5281,2,16,0,1,3,3,15,0,0,0
5282,2,9,0,1,5,0,15,0,0,0
5283,1,8,0,0,7,0,5,0,2,0
5284,2,19,0,0,4,0,15,0,0,0
5285,0,4,0,2,7,1,6,0,0,0
5286,3,6,0,1,5,0,3,0,0,0
5287,1,7,2,0,3,0,19,0,2,0
5288,3,10,1,1,4,0,16,0,1,0
5289,1,8,1,0,6,0,5,0,1,0
5290,1,5,0,1,5,1,6,0,0,0
5291,1,11,2,0,6,0,18,0,2,0
5292,1,4,1,0,3,0,7,0,2,0
5293,3,7,0,0,7,0,8,0,0,0
5294,5,19,0,0,6,0,13,0,0,0
5295,4,15,1,2,5,2,17,0,1,0
5296,1,16,0,1,7,0,10,0,0,0
5297,1,8,0,0,5,0,9,0,0,0
5298,2,5,1,2,4,0,13,0,2,0
5299,4,8,1,1,3,2,8,0,1,0
5300,1,7,1,0,6,1,10,0,1,0
5301,2,9,0,0,4,0,4,0,1,0
5302,2,5,0,0,3,2,4,0,0,0
5303,0,10,0,0,5,0,5,0,0,0
5304,1,8,2,2,3,0,9,0,3,0
5305,3,15,0,1,4,1,15,0,0,0
5306,1,10,0,0,6,0,10,0,1,0
5307,1,6,0,0,5,1,14,0,2,0
5308,2,7,0,0,4,0,3,0,0,0
5309,3,17,0,2,4,0,21,0,0,0
5310,3,13,0,0,7,0,8,0,0,0
5311,1,12,0,0,4,0,11,0,1,0
5312,2,16,0,0,5,0,14,0,1,0
5313,2,8,0,2,7,0,8,0,0,0
5314,1,4,0,0,6,0,7,0,0,0
5315,1,8,0,1,2,0,12,0,1,0
5316,0,10,2,0,4,0,6,0,2,0
5317,0,7,0,0,6,0,9,0,0,0
5318,1,12,0,0,1,2,14,0,0,0
5319,2,9,2,1,2,1,16,0,2,0
5320,1,8,0,0,5,0,9,0,0,0
5321,4,7,0,1,2,1,9,0,0,0
5322,3,11,0,0,4,1,13,0,2,0
5323,1,5,0,0,5,0,6,0,1,0
5324,3,8,0,0,4,0,7,0,1,0
5325,0,17,0,0,6,0,9,0,0,0
5326,6,11,0,0,5,2,13,0,0,0
5327,1,11,0,1,6,1,12,0,0,0
5328,2,13,0,1,6,0,15,0,0,0
5329,0,8,5,0,3,2,8,0,1,0
5330,1,16,0,1,4,0,13,0,1,0
5331,5,11,0,0,6,0,12,0,0,0
5332,0,7,0,0,3,0,8,0,1,0
5333,5,5,2,3,5,1,15,0,1,0
5334,5,11,0,1,2,1,9,0,2,0
5335,0,6,2,0,3,2,5,0,1,0
5336,1,6,0,1,1,2,14,0,1,0
5337,0,13,0,0,6,1,8,0,1,0
5338,0,13,0,0,4,1,6,0,1,0
5339,1,13,0,0,3,1,4,0,0,0
5340,4,22,1,0,4,0,15,0,1,0
5341,2,9,0,1,7,0,6,0,1,0
5342,4,8,0,0,4,0,8,0,0,0
5343,0,1,0,0,7,0,3,0,0,0
5344,1,9,0,0,5,0,15,0,0,0
5345,2,9,0,0,5,0,7,0,0,0
5346,1,9,0,0,5,0,9,0,0,0
5347,0,12,0,1,3,0,14,0,0,0
5348,1,14,1,0,5,0,12,0,1,0
5349,0,13,0,0,5,0,20,0,0,0
5350,1,5,0,0,5,0,8,0,0,0
5351,1,5,3,0,4,1,9,0,1,0
5352,3,7,0,0,6,1,8,0,0,0
5353,0,11,2,0,3,2,11,0,1,0
5354,2,10,0,0,4,1,6,0,0,0
5355,3,13,0,0,6,0,14,0,1,0
5356,1,7,0,1,2,2,8,0,1,0
5357,2,12,2,2,2,2,7,0,1,0
5358,2,7,0,0,3,1,12,0,0,0
5359,3,14,1,1,4,0,9,0,1,0
5360,1,9,0,0,5,0,10,0,0,0
5361,1,11,0,0,5,1,24,0,0,0
5362,0,8,0,0,5,0,13,0,0,0
5363,0,9,0,0,2,0,13,0,0,0
5364,2,11,1,0,7,0,5,0,1,0
5365,3,12,0,0,6,0,9,0,0,0
5366,1,5,0,0,3,0,5,0,0,0
5367,1,10,0,0,4,0,10,0,0,0
5368,2,18,2,0,1,1,15,0,1,0
5369,2,9,0,0,3,2,7,0,0,0
5370,2,4,0,1,7,0,7,0,0,0
5371,0,4,0,0,7,0,6,0,0,0
5372,1,14,1,0,5,0,9,0,1,0
5373,2,7,0,0,3,1,9,0,0,0
5374,2,7,0,1,7,0,4,0,0,0
5375,3,6,0,0,6,0,7,0,0,0
5376,1,4,0,0,1,2,4,0,0,0
5377,0,7,0,1,3,4,14,0,0,0
5378,1,11,0,0,3,1,13,0,1,0
5379,2,15,0,0,3,0,13,0,0,0
5380,4,11,0,0,3,0,8,0,0,0
5381,2,8,0,0,5,0,7,0,0,0
5382,3,14,1,1,5,0,10,0,1,0
5383,2,5,0,0,5,0,6,0,0,0
5384,1,6,0,0,3,1,3,0,0,0
5385,0,9,1,0,5,1,9,0,1,0
5386,3,12,0,1,5,1,12,0,1,0
5387,1,9,0,1,4,0,14,0,1,0
5388,1,17,1,1,4,0,15,0,1,0
5389,3,11,0,1,2,1,10,0,0,0
5390,3,19,0,0,5,1,11,0,0,0
5391,2,9,0,0,6,0,4,0,0,0
5392,2,8,0,0,8,0,11,0,0,0
5393,3,18,3,0,1,1,25,0,2,0
5394,0,13,0,1,3,0,13,0,0,0
5395,1,6,0,0,4,0,4,0,1,0
5396,2,8,0,0,8,1,8,0,0,0
5397,2,6,0,0,4,1,10,0,0,0
5398,1,6,0,0,5,1,6,0,0,0
5399,1,21,0,0,4,2,10,0,0,0
5400,0,13,0,2,5,1,17,0,0,0
5401,0,10,0,0,4,0,8,0,0,0
5402,3,6,0,0,5,0,6,0,1,0
5403,1,11,0,0,4,0,16,0,0,0
5404,3,9,0,2,4,1,7,0,0,0
5405,2,11,0,0,4,1,8,0,0,0
5406,3,13,0,0,2,0,14,0,1,0
5407,3,17,1,0,4,0,14,0,1,0
5408,2,13,0,0,2,2,20,0,0,0
5409,1,8,2,0,3,0,15,0,1,0
5410,1,15,1,0,2,0,5,0,1,0
5411,1,5,0,0,3,1,12,0,0,0
5412,1,11,0,0,4,1,3,0,0,0
5413,0,4,1,2,3,0,17,0,2,0
5414,3,8,0,0,6,0,15,0,0,0
5415,3,10,3,0,3,0,11,0,1,0
5416,0,8,0,0,9,0,7,0,0,0
5417,2,17,1,0,1,1,17,0,1,0
5418,0,8,0,0,5,0,15,0,0,0
5419,1,8,0,2,5,1,7,0,0,0
5420,0,8,0,0,2,2,17,0,0,0
5421,2,10,0,1,4,0,6,0,0,0
5422,0,6,0,0,5,0,12,0,0,0
5423,1,13,0,1,5,2,10,0,0,0
5424,2,10,0,0,5,0,6,0,0,0
5425,1,9,2,1,3,1,4,0,1,0
5426,0,2,1,0,2,0,1,0,1,0
5427,4,12,0,1,4,2,13,0,0,0
5428,4,11,0,1,4,0,5,0,0,0
5429,1,5,0,1,4,0,4,0,0,0
5430,0,6,0,0,6,0,6,0,0,0
5431,1,11,0,1,3,1,6,0,0,0
5432,4,15,0,0,5,1,14,0,0,0
5433,2,9,1,0,6,0,7,0,1,0
5434,2,13,1,0,3,3,6,0,1,0
5435,2,12,0,0,5,1,12,0,1,0
5436,2,9,0,0,7,0,11,0,0,0
5437,7,14,0,1,4,0,11,0,0,0
5438,1,20,0,0,3,3,12,0,0,0
5439,1,11,0,0,7,0,5,0,0,0
5440,1,3,0,0,9,0,9,0,0,0
5441,3,12,0,0,3,2,18,0,0,0
5442,4,5,0,1,4,0,8,0,0,0
5443,1,13,2,2,2,0,14,0,3,0
5444,4,7,0,1,4,1,5,0,0,0
5445,2,14,0,0,3,1,8,0,0,0
5446,1,10,0,0,5,0,19,0,1,0
5447,3,11,2,0,3,1,5,0,2,0
5448,1,12,1,0,5,0,11,0,1,0
5449,5,17,0,0,6,0,14,0,0,0
5450,1,8,0,0,4,1,5,0,0,0
5451,4,6,0,0,5,2,14,0,1,0
5452,3,13,0,0,5,1,12,0,0,0
5453,5,13,0,0,6,0,18,0,0,0
5454,2,11,0,0,4,0,9,0,0,0
5455,2,9,0,0,3,1,14,0,0,0
5456,1,6,1,0,6,0,11,0,1,0
5457,1,15,0,0,7,0,10,0,0,0
5458,1,8,2,0,4,0,7,0,1,0
5459,2,7,0,0,5,1,8,0,0,0
5460,1,28,1,4,3,0,15,0,1,0
5461,0,12,0,0,4,0,14,0,0,0
5462,0,7,0,0,4,1,8,0,0,0
5463,1,16,0,0,6,0,18,0,0,0
5464,0,8,2,0,4,0,8,0,1,0
5465,2,18,0,1,5,1,13,0,0,0
5466,2,11,0,0,4,0,7,0,0,0
5467,4,13,0,0,5,1,13,0,1,0
5468,0,14,0,0,5,2,11,0,0,0
5469,0,14,0,2,5,1,7,0,1,0
5470,1,13,0,1,5,1,6,0,0,0
5471,2,7,0,0,4,0,12,0,0,0
5472,0,9,0,0,3,2,9,0,0,0
5473,0,12,2,0,6,0,6,0,1,0
5474,2,13,0,0,5,2,7,0,0,0
5475,1,6,0,0,4,2,4,0,0,0
5476,0,8,0,0,5,0,13,0,0,0
5477,4,22,0,2,3,0,16,0,0,0
5478,1,13,0,0,5,0,4,0,0,0
5479,3,13,3,0,3,0,16,0,2,0
5480,1,14,0,1,2,0,15,0,0,0
5481,0,4,0,1,4,1,6,0,0,0
5482,0,9,1,0,2,2,6,0,1,0
5483,5,13,0,0,8,0,6,0,0,0
5484,1,14,0,0,5,1,12,0,1,0
5485,4,8,0,1,5,0,10,0,0,0
5486,2,17,0,1,5,0,20,0,0,0
5487,2,5,1,2,3,0,5,0,1,0
5488,7,15,0,0,5,0,14,0,1,0
5489,0,13,0,0,5,1,12,0,0,0
5490,1,16,0,3,3,1,7,0,2,0
5491,4,7,0,1,3,1,7,0,0,0
5492,2,11,0,0,7,1,10,0,0,0
5493,0,11,0,1,4,1,8,0,1,0
5494,3,10,0,1,6,0,11,0,1,0
5495,5,8,0,1,7,0,7,0,0,0
5496,3,6,0,0,4,0,15,0,0,0
5497,0,9,0,0,4,0,9,0,1,0
5498,0,19,0,0,5,0,11,0,0,0
5499,2,16,0,0,5,1,9,0,0,0
5500,1,7,3,1,6,0,8,0,2,0
5501,0,10,3,0,4,0,10,0,1,0
5502,2,6,2,0,2,1,4,0,1,0
5503,1,7,0,1,5,0,5,0,1,0
5504,0,7,0,2,6,2,5,0,0,0
5505,2,15,0,0,4,1,8,0,0,0
5506,2,4,3,0,4,0,8,0,1,0
5507,5,15,2,0,3,0,15,0,1,0
5508,1,7,3,2,4,1,13,0,2,0
5509,4,10,0,0,4,0,11,0,1,0
5510,1,7,0,1,4,2,6,0,0,0
5511,2,14,0,0,5,2,8,0,0,0
5512,3,10,0,0,7,1,7,0,0,0
5513,2,10,3,0,0,3,13,0,1,0
5514,2,16,0,0,6,0,12,0,0,0
5515,0,9,0,2,4,1,3,0,0,0
5516,2,3,2,1,5,1,7,0,1,0
5517,3,14,0,0,4,1,1,0,0,0
5518,2,13,0,0,6,0,8,0,0,0
5519,0,7,0,0,7,0,4,0,0,0
5520,1,20,0,1,5,0,15,0,0,0
5521,0,4,0,0,6,0,8,0,0,0
5522,2,9,1,0,4,1,2,0,1,0
5523,0,17,0,0,5,1,6,0,0,0
5524,1,9,0,1,5,2,8,0,0,0
5525,3,11,0,0,6,0,3,0,0,0
5526,1,11,0,0,5,2,3,0,0,0
5527,1,9,0,0,5,1,3,0,0,0
5528,0,8,0,0,7,1,13,0,0,0
5529,0,5,0,0,6,1,4,0,0,0
