iteration,killed_h_squish,killed_in_squish,killed_zombie,skipped_in,saved_h,saved_in,killed_z,killed_c,saved_z,saved_c 
1833,0,2,1,1,0,0,3,0,1,0
1834,0,0,0,0,0,0,1,0,0,0
1835,1,5,0,0,2,0,6,0,3,0
1836,3,7,0,1,2,0,9,0,2,0
1837,1,3,1,1,0,1,3,0,2,0
1838,2,6,0,0,2,2,1,0,0,0
1839,2,4,0,0,0,1,6,0,0,0
1840,2,4,0,2,3,0,2,0,0,0
1841,0,3,0,0,1,0,1,0,1,0
1842,0,4,0,0,5,0,7,0,1,0
1843,0,2,1,0,3,0,7,0,2,0
1844,2,1,0,2,3,0,1,0,0,0
1845,4,2,1,0,2,3,4,0,2,0
1846,1,5,2,4,1,1,5,0,2,0
1847,1,3,0,2,4,1,1,0,1,0
1848,0,0,0,1,2,1,2,0,0,0
1849,0,3,1,0,1,2,2,0,1,0
1850,1,4,0,2,2,1,1,0,2,0
1851,1,9,0,1,1,1,2,0,2,0
1852,2,4,1,0,0,1,6,0,2,0
1853,1,1,0,3,0,3,5,0,1,0
1854,1,6,0,0,2,0,0,0,0,0
1855,1,4,0,3,2,1,7,0,1,0
1856,1,5,1,2,1,1,6,0,2,0
1857,2,5,0,1,2,2,2,0,1,0
1858,2,7,0,0,2,0,5,0,2,0
1859,0,2,0,2,1,1,2,0,0,0
1860,0,0,0,3,1,1,2,0,2,0
1861,2,9,2,3,2,0,9,0,2,0
1862,0,6,0,0,4,0,3,0,2,0
1863,3,6,3,4,2,0,3,0,3,0
1864,0,4,0,1,1,0,5,0,1,0
1865,1,4,0,1,0,1,9,0,1,0
1866,2,6,2,1,1,0,6,0,2,0
1867,0,3,2,1,2,0,6,0,3,0
1868,0,6,0,0,1,1,1,0,0,0
1869,0,5,0,4,0,1,3,0,1,0
1870,1,11,3,0,1,1,8,0,1,0
1871,1,0,1,1,2,0,6,0,1,0
1872,1,4,0,1,4,1,2,0,1,0
1873,6,4,1,2,2,1,8,0,1,0
1874,1,1,0,1,2,1,7,0,1,0
1875,1,3,1,0,3,2,6,0,2,0
1876,0,0,1,0,1,0,3,0,1,0
1877,0,7,0,0,2,1,2,0,0,0
1878,0,2,0,0,0,1,7,0,1,0
1879,2,2,0,0,2,1,4,0,1,0
1880,0,8,2,6,2,0,4,0,2,0
1881,1,4,1,3,0,1,2,0,1,0
1882,0,8,0,0,0,0,2,0,1,0
1883,2,5,0,0,1,1,3,0,1,0
1884,3,3,0,1,3,0,4,0,2,0
1885,0,5,2,1,1,0,3,0,4,0
1886,1,3,0,0,2,0,1,0,2,0
1887,0,4,1,1,2,0,2,0,2,0
1888,0,9,0,2,3,1,6,0,1,0
1889,1,3,0,4,1,1,2,0,0,0
1890,0,2,4,1,1,1,7,0,2,0
1891,0,6,2,1,2,1,3,0,1,0
1892,0,6,2,2,1,0,6,0,3,0
1893,1,3,0,2,4,1,2,0,0,0
1894,1,4,1,0,3,1,1,0,1,0
1895,2,5,0,0,2,1,6,0,1,0
1896,1,3,0,1,1,1,4,0,0,0
1897,1,10,1,2,1,0,4,0,1,0
1898,1,1,0,0,4,2,1,0,1,0
1899,2,8,0,0,0,1,2,0,1,0
1900,0,2,0,0,1,0,2,0,0,0
1901,3,4,0,2,1,3,2,0,0,0
1902,0,1,0,1,2,2,4,0,0,0
1903,0,3,0,0,3,1,2,0,0,0
1904,1,3,0,1,3,0,5,0,1,0
1905,6,13,1,2,2,0,8,0,1,0
1906,0,6,1,1,1,1,2,0,4,0
1907,0,2,1,1,0,1,2,0,2,0
1908,0,0,0,0,2,0,2,0,0,0
1909,2,2,2,2,0,0,8,0,2,0
1910,1,2,4,1,1,0,3,0,2,0
1911,1,2,0,0,2,0,6,0,1,0
1912,1,5,0,3,2,2,6,0,2,0
1913,1,5,0,2,1,0,1,0,1,0
1914,0,5,0,2,3,1,4,0,1,0
1915,2,13,1,5,0,4,3,0,1,0
1916,1,1,0,5,0,1,3,0,0,0
1917,1,5,0,2,1,2,3,0,0,0
1918,1,5,4,5,1,2,5,0,3,0
1919,4,3,1,1,1,1,5,0,3,0
1920,1,8,1,1,2,0,3,0,1,0
1921,1,6,0,1,1,1,4,0,1,0
1922,0,2,0,1,4,1,4,0,0,0
1923,0,12,0,2,2,2,6,0,0,0
1924,1,7,1,1,1,3,7,0,1,0
1925,0,1,0,1,1,0,5,0,2,0
1926,2,3,1,1,2,0,3,0,1,0
1927,3,4,2,0,0,0,6,0,5,0
1928,0,2,0,2,1,0,1,0,2,0
1929,0,5,1,2,6,0,7,0,1,0
1930,2,9,0,1,1,1,6,0,0,0
1931,2,6,0,2,1,2,7,0,1,0
1932,1,9,5,3,1,0,4,0,1,0
1933,0,1,0,1,4,0,1,0,0,0
1934,0,2,0,0,0,2,1,0,0,0
1935,1,6,0,4,3,1,8,0,0,0
1936,1,8,0,2,1,0,6,0,3,0
1937,1,1,0,0,1,1,0,0,3,0
1938,0,5,3,0,0,0,3,0,1,0
1939,4,4,2,1,3,1,5,0,1,0
1940,2,6,4,3,3,0,6,0,1,0
1941,1,0,0,1,3,2,1,0,1,0
1942,2,4,0,1,1,0,0,0,0,0
1943,0,7,0,0,4,1,2,0,0,0
1944,5,5,3,3,1,0,2,0,3,0
1945,0,3,0,1,3,1,3,0,1,0
1946,1,3,1,2,3,0,8,0,3,0
1947,3,5,6,0,1,0,1,0,3,0
1948,0,3,0,1,3,0,3,0,1,0
1949,1,8,1,2,1,0,3,0,1,0
1950,0,1,0,0,2,0,1,0,0,0
1951,1,8,0,0,2,0,3,0,4,0
1952,1,4,2,2,0,1,4,0,2,0
1953,2,6,0,0,1,2,5,0,0,0
1954,1,4,0,5,2,0,8,0,1,0
1955,1,2,1,1,0,0,4,0,1,0
1956,0,5,1,2,1,0,3,0,3,0
1957,0,4,0,2,3,0,5,0,2,0
1958,1,2,1,2,0,1,4,0,2,0
1959,0,1,0,0,5,2,2,0,1,0
1960,1,7,1,0,4,2,2,0,2,0
1961,0,9,1,2,1,1,8,0,1,0
1962,2,3,0,0,2,0,3,0,1,0
1963,1,2,1,2,0,1,4,0,1,0
1964,2,3,1,1,2,0,3,0,2,0
1965,3,7,0,2,0,1,5,0,1,0
1966,0,2,0,1,0,1,3,0,0,0
1967,0,10,0,2,3,0,6,0,1,0
1968,1,3,2,1,0,1,3,0,1,0
1969,1,0,0,1,2,0,2,0,1,0
1970,1,6,2,2,0,0,6,0,3,0
1971,4,4,2,5,2,1,4,0,1,0
1972,2,2,0,0,2,1,6,0,2,0
1973,0,5,2,1,2,1,3,0,3,0
1974,1,1,0,3,2,1,2,0,1,0
1975,0,2,2,2,1,0,4,0,2,0
1976,2,5,1,0,1,2,2,0,2,0
1977,3,1,2,3,0,2,3,0,1,0
1978,0,3,0,5,1,0,3,0,3,0
1979,0,4,0,1,4,0,2,0,2,0
1980,0,3,0,2,2,2,5,0,1,0
1981,2,3,3,2,1,2,9,0,1,0
1982,1,7,0,1,3,1,4,0,1,0
1983,1,12,1,0,3,1,2,0,1,0
1984,1,3,0,1,4,0,5,0,1,0
1985,0,1,0,2,5,0,2,0,0,0
1986,0,10,1,3,0,2,8,0,4,0
1987,0,5,0,0,4,1,1,0,0,0
1988,3,3,4,2,0,2,2,0,3,0
1989,0,3,0,0,1,1,4,0,0,0
1990,1,1,0,2,1,3,2,0,1,0
1991,1,5,0,1,1,2,2,0,1,0
1992,0,2,0,1,3,0,4,0,0,0
1993,0,10,0,2,4,1,3,0,0,0
1994,2,2,0,0,2,1,2,0,0,0
1995,0,4,0,3,3,2,6,0,0,0
1996,1,4,2,2,2,1,4,0,2,0
1997,1,8,0,2,3,1,6,0,0,0
1998,1,5,0,0,0,0,4,0,1,0
1999,1,5,2,0,1,0,3,0,2,0
2000,1,6,0,1,1,2,5,0,0,0
2001,1,2,4,0,2,1,2,0,2,0
2002,1,8,2,0,0,1,3,0,2,0
2003,1,5,0,0,4,0,3,0,1,0
2004,1,5,0,0,0,1,3,0,0,0
2005,0,4,0,0,2,0,3,0,1,0
2006,1,3,0,0,1,1,2,0,0,0
2007,1,1,0,0,3,1,0,0,0,0
2008,1,6,0,1,1,1,5,0,2,0
2009,3,9,2,0,3,0,4,0,3,0
2010,0,7,1,0,3,0,5,0,1,0
2011,2,10,1,2,1,1,4,0,4,0
2012,1,3,0,1,3,2,3,0,0,0
2013,0,4,0,0,4,2,2,0,0,0
2014,1,3,0,2,2,0,1,0,1,0
2015,2,11,1,1,1,0,2,0,1,0
2016,0,2,2,2,2,0,1,0,1,0
2017,0,6,2,2,1,0,9,0,4,0
2018,2,8,1,5,1,2,5,0,2,0
2019,0,3,0,0,2,3,1,0,1,0
2020,2,7,0,2,2,0,4,0,0,0
2021,0,2,0,1,2,1,3,0,1,0
2022,1,3,0,0,3,1,3,0,0,0
2023,0,4,0,0,0,1,3,0,1,0
2024,5,7,2,4,1,0,3,0,4,0
2025,1,3,0,3,1,1,3,0,2,0
2026,3,0,4,2,2,0,5,0,1,0
2027,2,5,0,0,4,1,3,0,1,0
2028,0,4,0,0,3,1,1,0,0,0
2029,0,2,0,1,4,1,5,0,0,0
2030,2,2,0,1,0,3,2,0,0,0
2031,0,7,0,2,2,0,3,0,0,0
2032,0,1,0,0,4,0,2,0,0,0
2033,0,5,2,2,1,1,3,0,3,0
2034,0,3,0,1,2,0,2,0,0,0
2035,2,8,0,0,2,1,2,0,2,0
2036,0,2,3,0,1,1,3,0,3,0
2037,0,3,3,2,2,0,0,0,1,0
2038,3,3,0,1,2,1,12,0,0,0
2039,0,4,2,1,1,1,2,0,3,0
2040,0,7,4,0,1,1,5,0,2,0
2041,0,4,0,0,1,1,2,0,0,0
2042,2,9,5,4,1,1,7,0,3,0
2043,1,1,1,0,1,0,2,0,2,0
2044,1,1,0,2,2,0,5,0,2,0
2045,0,3,0,0,2,0,3,0,0,0
2046,1,1,0,0,0,2,3,0,1,0
2047,1,10,1,0,3,2,7,0,1,0
2048,1,3,4,2,0,2,4,0,2,0
2049,1,3,2,1,2,1,7,0,1,0
2050,1,1,3,4,1,1,10,0,3,0
2051,2,12,2,2,1,0,4,0,5,0
2052,0,0,0,0,2,0,3,0,3,0
2053,0,7,9,2,0,0,3,0,3,0
2054,1,7,0,0,0,2,1,0,1,0
2055,5,10,0,2,2,0,6,0,1,0
2056,0,3,2,2,1,1,3,0,3,0
2057,0,5,0,0,1,1,5,0,1,0
2058,0,5,0,1,1,2,6,0,1,0
2059,2,8,3,1,1,1,9,0,2,0
2060,2,3,1,1,0,0,3,0,2,0
2061,1,6,0,2,3,1,2,0,1,0
2062,2,4,0,1,5,0,6,0,1,0
2063,0,5,1,0,1,0,5,0,2,0
2064,0,5,0,0,3,2,4,0,1,0
2065,0,3,0,0,1,1,2,0,1,0
2066,0,2,0,1,2,2,1,0,2,0
2067,2,3,1,2,0,0,8,0,3,0
2068,0,7,5,3,2,1,8,0,2,0
2069,0,7,0,0,4,0,9,0,0,0
2070,4,6,1,2,0,0,5,0,2,0
2071,0,1,0,1,1,1,7,0,0,0
2072,2,3,0,1,3,2,3,0,0,0
2073,1,3,0,1,1,0,1,0,1,0
2074,1,4,0,2,0,1,6,0,1,0
2075,2,6,1,2,0,1,7,0,2,0
2076,0,0,0,1,1,0,2,0,1,0
2077,1,3,0,1,5,0,6,0,0,0
2078,0,12,0,2,4,2,3,0,0,0
2079,3,5,0,1,6,2,0,0,1,0
2080,0,2,0,0,1,2,1,0,0,0
2081,0,2,0,0,2,0,1,0,1,0
2082,0,4,0,1,3,2,3,0,0,0
2083,1,2,1,0,1,0,1,0,1,0
2084,2,5,0,2,3,1,13,0,1,0
2085,1,4,0,1,5,2,3,0,0,0
2086,1,5,0,1,4,1,3,0,0,0
2087,1,5,0,1,0,0,1,0,0,0
2088,1,6,1,0,1,0,8,0,2,0
2089,1,5,0,3,3,0,6,0,1,0
2090,2,14,2,4,0,0,5,0,4,0
2091,1,2,0,0,2,0,0,0,1,0
2092,3,7,0,2,2,1,4,0,0,0
2093,1,6,0,3,3,0,9,0,2,0
2094,0,2,0,0,4,0,4,0,0,0
2095,1,9,0,1,1,1,7,0,1,0
2096,0,5,1,1,1,1,6,0,4,0
2097,0,9,1,1,2,0,2,0,2,0
2098,1,5,4,0,1,1,2,0,2,0
2099,2,10,6,2,0,0,9,0,6,0
2100,3,7,3,1,0,1,7,0,1,0
2101,2,6,0,1,4,0,4,0,0,0
2102,0,5,3,2,3,3,9,0,3,0
2103,0,9,2,2,3,0,9,0,2,0
2104,2,3,0,2,3,0,2,0,1,0
2105,2,2,0,0,3,0,2,0,0,0
2106,0,2,0,2,3,2,7,0,0,0
2107,3,7,0,0,5,0,7,0,0,0
2108,0,1,0,0,2,2,1,0,0,0
2109,0,5,1,1,2,0,2,0,1,0
2110,1,6,1,1,2,1,3,0,2,0
2111,1,4,0,0,3,0,1,0,1,0
2112,0,1,1,1,0,0,2,0,1,0
2113,3,7,2,2,0,0,5,0,1,0
2114,3,7,1,2,1,0,2,0,5,0
2115,0,4,0,2,3,0,9,0,0,0
2116,2,9,3,1,1,2,3,0,2,0
2117,1,3,2,0,2,0,8,0,4,0
2118,2,8,0,0,3,0,4,0,1,0
2119,2,8,0,0,5,1,8,0,1,0
2120,3,2,0,2,2,0,4,0,2,0
2121,0,3,0,0,3,0,3,0,0,0
2122,0,7,0,2,0,1,3,0,4,0
2123,0,1,0,0,1,0,1,0,1,0
2124,0,4,0,1,3,1,5,0,1,0
2125,1,5,0,1,3,0,6,0,0,0
2126,0,3,3,0,1,0,3,0,2,0
2127,1,3,2,2,1,0,3,0,1,0
2128,0,2,0,0,2,1,5,0,2,0
2129,2,5,4,2,2,0,3,0,5,0
2130,1,8,0,1,4,1,5,0,0,0
2131,1,6,0,0,2,0,2,0,0,0
2132,1,5,0,1,3,1,5,0,3,0
2133,2,2,2,2,1,0,3,0,2,0
2134,0,2,2,0,3,0,3,0,2,0
2135,1,2,0,0,1,0,0,0,2,0
2136,2,10,0,0,3,0,12,0,0,0
2137,0,6,0,3,1,0,8,0,1,0
2138,1,3,3,0,0,0,3,0,2,0
2139,0,3,0,1,4,0,6,0,1,0
2140,1,2,2,1,1,2,3,0,2,0
2141,1,3,2,1,2,0,10,0,2,0
2142,1,2,0,3,4,0,3,0,1,0
2143,0,4,1,0,3,0,4,0,1,0
2144,3,5,0,3,1,2,3,0,0,0
2145,0,6,0,2,5,0,3,0,0,0
2146,1,8,1,3,2,0,3,0,3,0
2147,0,4,0,2,1,0,0,0,0,0
2148,1,2,0,0,1,1,0,0,1,0
2149,1,3,0,2,2,1,1,0,0,0
2150,1,9,0,1,3,0,5,0,0,0
2151,3,12,0,3,2,1,5,0,2,0
2152,1,8,0,0,1,0,4,0,0,0
2153,2,2,0,0,2,1,2,0,0,0
2154,3,5,1,1,2,1,6,0,1,0
2155,1,7,3,1,1,1,3,0,1,0
2156,1,4,0,1,0,1,5,0,2,0
2157,0,2,0,0,2,0,1,0,1,0
2158,0,5,3,0,1,0,6,0,3,0
2159,4,4,1,1,1,1,3,0,2,0
2160,2,2,0,0,0,0,3,0,1,0
2161,1,7,2,0,1,0,7,0,3,0
2162,2,3,6,1,0,0,6,0,3,0
2163,2,5,0,1,0,1,4,0,0,0
2164,1,5,2,1,1,1,6,0,3,0
2165,1,2,0,1,1,0,0,0,1,0
2166,2,3,0,3,3,0,10,0,0,0
2167,2,1,0,0,0,0,5,0,0,0
2168,1,2,2,1,0,0,4,0,2,0
2169,0,6,0,0,2,0,3,0,0,0
2170,0,2,3,4,2,0,3,0,2,0
2171,1,6,1,2,0,0,4,0,3,0
2172,1,3,0,1,2,1,8,0,2,0
2173,1,3,0,1,2,1,2,0,3,0
2174,1,1,0,1,0,0,4,0,0,0
2175,0,3,0,0,2,0,6,0,0,0
2176,1,6,0,0,3,2,5,0,0,0
2177,1,7,0,3,1,0,4,0,1,0
2178,2,5,0,0,0,0,5,0,1,0
2179,2,5,0,1,1,0,0,0,1,0
2180,2,6,1,3,0,0,8,0,3,0
2181,0,4,0,0,3,1,1,0,0,0
2182,0,7,5,0,1,0,4,0,2,0
2183,4,6,1,2,1,0,2,0,2,0
2184,1,1,2,1,1,2,4,0,2,0
2185,3,6,0,1,3,0,2,0,2,0
2186,1,3,0,0,3,0,1,0,1,0
2187,1,4,0,0,2,0,0,0,1,0
2188,0,1,0,1,3,2,2,0,1,0
2189,4,6,0,2,2,0,2,0,2,0
2190,0,5,3,0,0,1,2,0,2,0
2191,3,6,3,1,2,0,7,0,2,0
2192,1,5,1,4,2,1,7,0,2,0
2193,0,6,0,2,1,0,1,0,1,0
2194,0,6,2,1,0,0,1,0,3,0
2195,2,3,0,1,2,1,5,0,2,0
2196,1,8,0,2,3,0,5,0,0,0
2197,1,2,2,1,1,1,6,0,2,0
2198,2,10,0,0,2,1,8,0,1,0
2199,0,8,2,2,2,0,1,0,2,0
2200,3,11,3,0,1,0,4,0,4,0
2201,0,4,1,2,3,0,2,0,1,0
2202,2,8,2,1,3,0,5,0,2,0
2203,1,4,2,0,1,0,4,0,2,0
2204,0,6,2,2,2,0,7,0,2,0
2205,2,10,0,2,5,0,9,0,1,0
2206,1,2,2,1,1,0,2,0,4,0
2207,2,1,0,2,1,2,4,0,1,0
2208,1,5,1,2,1,0,3,0,2,0
2209,0,3,0,0,3,1,8,0,1,0
2210,1,3,0,0,2,0,6,0,2,0
2211,4,7,1,2,0,2,7,0,2,0
2212,2,5,1,3,2,2,2,0,1,0
2213,3,13,5,2,2,0,6,0,2,0
2214,0,2,0,1,2,2,2,0,1,0
2215,4,3,0,0,2,0,8,0,0,0
2216,1,6,1,0,3,1,3,0,2,0
2217,2,3,1,1,0,1,3,0,1,0
2218,2,4,2,1,3,0,4,0,2,0
2219,5,8,2,1,1,0,5,0,4,0
2220,1,3,0,1,1,0,0,0,1,0
2221,0,8,0,1,1,1,4,0,2,0
2222,0,7,2,2,1,1,8,0,2,0
2223,1,7,1,0,1,0,5,0,2,0
2224,1,5,0,0,6,2,6,0,0,0
2225,0,1,7,3,0,0,2,0,2,0
2226,1,2,1,0,2,1,2,0,5,0
2227,3,6,0,2,3,0,2,0,1,0
2228,0,2,0,1,0,1,1,0,2,0
2229,0,9,0,1,4,0,1,0,1,0
2230,0,7,0,1,1,0,7,0,3,0
2231,1,4,0,0,1,0,3,0,1,0
2232,0,6,2,1,1,0,6,0,2,0
2233,0,6,0,1,2,2,5,0,0,0
2234,2,4,0,1,4,0,6,0,1,0
2235,0,5,5,2,4,0,6,0,2,0
2236,3,3,4,2,2,1,4,0,4,0
2237,0,4,0,0,0,2,4,0,0,0
2238,3,4,0,1,2,1,0,0,0,0
2239,1,5,2,0,3,0,7,0,4,0
2240,2,7,0,1,1,2,5,0,0,0
2241,1,5,3,2,3,1,12,0,2,0
2242,2,6,0,3,2,1,7,0,0,0
2243,2,6,0,1,0,3,4,0,1,0
2244,1,4,2,0,2,1,2,0,1,0
2245,2,6,0,0,0,0,7,0,1,0
2246,0,4,1,1,0,1,6,0,1,0
2247,0,2,4,1,1,0,2,0,1,0
2248,2,3,0,1,1,0,1,0,0,0
2249,0,7,0,1,1,0,2,0,0,0
2250,0,2,0,2,5,0,5,0,0,0
2251,1,5,0,1,0,1,3,0,1,0
2252,3,5,6,2,1,0,5,0,4,0
2253,0,8,0,2,5,2,4,0,1,0
2254,0,1,6,2,0,0,2,0,5,0
2255,0,7,0,1,4,0,5,0,0,0
2256,0,8,0,0,2,0,4,0,1,0
2257,3,5,1,2,0,1,5,0,1,0
2258,0,5,2,4,3,0,4,0,3,0
2259,1,2,0,0,3,0,4,0,0,0
2260,3,6,0,3,2,0,5,0,3,0
2261,2,2,0,0,1,1,0,0,1,0
2262,2,11,2,0,0,1,5,0,3,0
2263,0,1,1,0,1,0,7,0,2,0
2264,1,2,0,0,0,1,4,0,0,0
2265,1,11,1,1,4,0,5,0,2,0
2266,0,2,1,0,0,0,1,0,1,0
2267,2,11,3,2,0,0,7,0,3,0
2268,0,7,0,2,2,1,0,0,0,0
2269,2,7,0,0,4,0,2,0,1,0
2270,3,9,0,2,3,0,3,0,0,0
2271,0,7,1,1,4,0,10,0,3,0
2272,2,4,0,0,3,0,5,0,2,0
2273,0,7,0,1,2,1,4,0,1,0
2274,1,1,0,0,4,2,1,0,0,0
2275,1,6,3,2,2,1,7,0,4,0
2276,1,3,1,3,2,2,2,0,3,0
2277,0,6,4,1,1,0,6,0,2,0
2278,2,2,2,4,1,0,1,0,2,0
2279,2,6,0,1,3,1,4,0,1,0
2280,2,4,0,1,5,0,1,0,1,0
2281,0,5,1,0,4,0,4,0,1,0
2282,1,3,1,0,3,1,5,0,1,0
2283,2,4,3,1,1,1,3,0,1,0
2284,0,4,0,1,1,1,5,0,2,0
2285,3,7,0,0,1,1,7,0,3,0
2286,2,4,2,3,2,0,7,0,3,0
2287,0,6,0,2,2,1,2,0,0,0
2288,2,7,1,2,1,0,10,0,3,0
2289,0,6,0,2,4,0,6,0,0,0
2290,1,1,0,0,4,0,1,0,0,0
2291,0,3,0,0,2,0,3,0,1,0
2292,0,8,0,1,1,1,7,0,0,0
2293,0,6,0,0,3,0,2,0,2,0
2294,3,3,0,2,3,2,8,0,1,0
2295,1,6,3,1,1,0,3,0,4,0
2296,1,2,0,0,4,2,7,0,1,0
2297,0,5,0,3,2,2,5,0,0,0
2298,0,7,0,3,2,1,3,0,1,0
2299,0,4,3,0,3,1,2,0,1,0
2300,3,9,0,3,2,2,6,0,0,0
2301,3,7,2,0,0,0,3,0,3,0
2302,1,6,1,1,2,0,5,0,2,0
2303,3,2,0,0,6,1,1,0,0,0
2304,1,2,2,0,0,0,6,0,4,0
2305,0,5,0,0,1,0,5,0,1,0
2306,2,4,1,0,1,1,5,0,1,0
2307,0,3,1,3,2,1,6,0,1,0
2308,1,7,0,1,3,2,10,0,2,0
2309,1,5,0,1,3,2,4,0,0,0
2310,3,10,0,3,1,0,5,0,1,0
2311,0,7,0,0,1,1,6,0,2,0
2312,2,3,0,1,2,0,3,0,1,0
2313,1,5,0,1,1,4,3,0,0,0
2314,3,4,1,0,2,0,2,0,3,0
2315,0,7,0,4,4,0,5,0,0,0
2316,2,2,0,2,3,1,3,0,0,0
2317,0,11,0,4,2,0,3,0,1,0
2318,0,6,0,0,4,0,4,0,0,0
2319,1,7,0,2,2,4,4,0,2,0
2320,1,6,0,3,1,2,5,0,0,0
2321,5,10,2,1,2,0,4,0,2,0
2322,1,4,0,3,2,0,9,0,1,0
2323,1,5,0,1,2,0,3,0,1,0
2324,0,4,0,0,3,1,4,0,0,0
2325,1,5,4,2,1,0,10,0,2,0
2326,2,5,0,0,2,5,9,0,1,0
2327,0,4,1,1,2,1,3,0,2,0
2328,2,3,0,0,2,0,7,0,0,0
2329,0,5,3,2,1,0,3,0,2,0
2330,2,9,0,2,3,1,4,0,0,0
2331,3,6,2,2,0,0,3,0,2,0
2332,0,2,0,0,3,0,3,0,1,0
2333,1,3,7,1,0,1,5,0,1,0
2334,2,9,2,1,4,1,5,0,1,0
2335,1,6,1,2,2,0,2,0,2,0
2336,0,3,1,0,0,3,4,0,1,0
2337,0,4,1,0,0,1,3,0,2,0
2338,4,9,1,1,0,0,4,0,1,0
2339,0,2,0,0,1,1,1,0,1,0
2340,0,4,1,2,4,0,3,0,3,0
2341,1,4,0,0,4,0,2,0,2,0
2342,0,3,0,0,2,1,3,0,0,0
2343,1,9,0,2,2,1,5,0,0,0
2344,2,5,4,1,1,0,5,0,3,0
2345,1,2,0,1,1,1,3,0,0,0
2346,0,5,3,0,0,0,5,0,3,0
2347,2,4,3,0,2,1,6,0,3,0
2348,1,6,0,0,2,1,4,0,2,0
2349,3,5,1,2,3,2,5,0,2,0
2350,0,3,1,0,1,0,3,0,1,0
2351,0,4,0,1,2,1,3,0,2,0
2352,1,3,0,1,4,3,2,0,0,0
2353,2,6,1,0,3,1,8,0,1,0
2354,0,6,1,2,1,0,2,0,2,0
2355,0,8,0,3,1,2,2,0,1,0
2356,1,9,1,2,0,0,3,0,3,0
2357,0,2,0,0,2,1,6,0,0,0
2358,1,9,0,3,3,0,4,0,0,0
2359,2,7,1,3,2,1,3,0,1,0
2360,0,4,0,3,1,0,4,0,1,0
2361,1,0,0,0,3,0,7,0,0,0
2362,1,2,0,1,2,2,5,0,0,0
2363,0,7,0,0,1,0,2,0,0,0
2364,1,4,6,1,0,2,4,0,1,0
2365,2,9,4,2,0,0,13,0,4,0
2366,0,3,2,0,1,1,3,0,1,0
2367,2,11,0,1,2,1,8,0,0,0
2368,2,5,2,3,1,1,5,0,1,0
2369,3,8,0,2,0,1,7,0,1,0
2370,1,7,0,1,1,1,7,0,1,0
2371,0,4,0,1,2,1,6,0,1,0
2372,3,8,0,2,1,4,9,0,0,0
2373,0,4,0,4,6,0,2,0,1,0
2374,1,5,0,1,1,2,3,0,2,0
2375,1,5,0,4,4,0,5,0,0,0
2376,2,2,0,0,1,1,2,0,1,0
2377,1,2,3,1,1,0,3,0,2,0
2378,1,5,1,1,2,0,2,0,2,0
2379,1,0,0,0,3,2,2,0,0,0
2380,1,3,0,2,1,1,4,0,1,0
2381,2,6,0,1,2,2,3,0,0,0
2382,1,4,0,0,4,1,1,0,0,0
2383,2,4,0,0,1,1,3,0,1,0
2384,2,1,0,2,3,0,0,0,1,0
2385,1,11,0,2,1,2,3,0,1,0
2386,0,2,2,3,1,0,8,0,2,0
2387,2,7,0,0,2,0,0,0,0,0
2388,0,6,0,0,3,0,0,0,3,0
2389,1,4,0,1,3,2,2,0,1,0
2390,0,4,3,2,1,0,5,0,1,0
2391,3,9,0,3,2,1,5,0,2,0
2392,0,2,0,0,2,1,3,0,0,0
2393,0,3,4,1,1,0,3,0,1,0
2394,2,4,0,0,1,0,3,0,0,0
2395,0,6,0,0,1,2,4,0,0,0
2396,3,3,0,1,5,1,1,0,0,0
2397,1,3,0,0,2,0,4,0,1,0
2398,2,5,1,2,2,1,7,0,4,0
2399,1,5,2,2,5,0,3,0,2,0
2400,0,6,0,1,1,0,3,0,4,0
2401,2,6,0,0,4,1,4,0,0,0
2402,0,6,0,0,1,1,5,0,0,0
2403,5,7,1,2,1,0,6,0,5,0
2404,1,5,2,0,0,0,6,0,4,0
2405,1,2,3,0,0,0,8,0,4,0
2406,1,4,0,1,4,0,6,0,1,0
2407,0,6,0,0,1,0,4,0,1,0
2408,3,2,2,2,2,1,2,0,3,0
2409,1,4,0,1,2,0,3,0,0,0
2410,3,2,0,1,3,0,5,0,0,0
2411,2,8,0,2,3,0,5,0,1,0
2412,2,6,0,1,2,0,4,0,3,0
2413,3,5,1,0,4,0,3,0,3,0
2414,0,6,1,0,0,0,4,0,1,0
2415,0,5,6,1,1,1,1,0,2,0
2416,1,3,0,1,2,1,4,0,1,0
2417,0,6,0,0,3,0,2,0,0,0
2418,2,6,0,1,0,1,5,0,0,0
2419,1,6,0,1,5,0,5,0,0,0
2420,2,4,0,0,0,0,5,0,4,0
2421,0,2,0,0,5,1,4,0,1,0
2422,1,6,0,1,1,0,8,0,1,0
2423,2,7,0,0,2,2,4,0,0,0
2424,1,1,0,0,1,0,4,0,1,0
2425,2,9,0,0,3,0,3,0,0,0
2426,1,3,1,1,1,2,7,0,3,0
2427,0,3,0,0,2,0,6,0,0,0
2428,0,7,0,1,3,0,1,0,0,0
2429,0,5,0,0,2,0,3,0,0,0
2430,0,4,0,0,5,0,4,0,1,0
2431,1,9,1,4,2,1,8,0,2,0
2432,3,5,1,1,2,0,2,0,1,0
2433,2,8,1,1,3,0,2,0,1,0
2434,0,3,0,1,3,1,4,0,0,0
2435,0,5,0,1,3,2,3,0,1,0
2436,1,1,0,0,2,1,4,0,0,0
2437,0,3,0,2,4,0,3,0,0,0
