iteration,killed_h_squish,killed_in_squish,killed_zombie,skipped_in,saved_h,saved_in,killed_z,killed_c,saved_z,saved_c
0,0,0,3,2,2,5,7,2,3,0
1,0,0,0,0,9,1,1,1,0,0
